ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Ranking,RatingCount,ReviewCount,Score,ScoreClass,pDev
6.50%,Spring,The Bruery,,https://cdn.beeradvocate.com/im/beers/46983.jpg,"California, United States","#3,888","1,231",499,4,Exceptional,9.5%
5.00%,Rotating,Grassroots Brewing,,https://cdn.beeradvocate.com/im/beers/93400.jpg,"Vermont, United States",#267,"1,225",136,4.4,Outstanding,6.36%
8.00%,Rotating,Prairie Artisan Ales,,https://cdn.beeradvocate.com/im/beers/88209.jpg,"Oklahoma, United States","#1,403","1,158",192,4.17,Exceptional,9.11%
6.10%,Year-round,Allagash Brewing Company,,https://cdn.beeradvocate.com/im/beers/108002.jpg,"Maine, United States","#10,775","1,148",180,3.85,Very Good,9.61%
7.40%,Spring,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/4629.jpg,"Indiana, United States","#19,796","1,103",384,3.77,Very Good,13.26%
7.50%,Rotating,Victory Brewing Company - Downingtown,,https://cdn.beeradvocate.com/im/beers/47776.jpg,"Pennsylvania, United States","#12,571","1,094",454,3.83,Very Good,12.01%
5.00%,Rotating,Hill Farmstead Brewery,,https://cdn.beeradvocate.com/im/beers/61139.jpg,"Vermont, United States","#1,108","1,005",148,4.21,Exceptional,7.6%
6.70%,Year-round,The Lost Abbey,,https://cdn.beeradvocate.com/im/beers/32423.jpg,"California, United States","#5,691","1,003",394,3.94,Very Good,10.66%
8.20%,Year-round,Prairie Artisan Ales,,https://cdn.beeradvocate.com/im/beers/87501.jpg,"Oklahoma, United States","#2,623",998,170,4.07,Exceptional,9.58%
6.80%,Year-round,Stillwater Artisanal Ales,,https://cdn.beeradvocate.com/im/beers/57210.jpg,"Maryland, United States","#6,528",977,321,3.92,Very Good,9.95%
4.20%,Year-round,Crooked Stave Artisan Beer Project,,https://cdn.beeradvocate.com/im/beers/92153.jpg,"Colorado, United States","#3,955",977,155,4,Exceptional,9%
6.50%,Year-round,Off Color Brewing,,https://cdn.beeradvocate.com/im/beers/110541.jpg,"Illinois, United States","#3,497",970,151,4.02,Exceptional,8.46%
7.50%,Rotating,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/68362.jpg,"Illinois, United States","#1,629",958,151,4.15,Exceptional,8.19%
5.00%,Spring,Cigar City Brewing,,https://cdn.beeradvocate.com/im/beers/73070.jpg,"Florida, United States","#32,031",949,147,3.68,Good,16.3%
6.50%,Rotating,Sante Adairius Rustic Ales,,https://cdn.beeradvocate.com/im/beers/84487.jpg,"California, United States",#123,927,89,4.51,World-Class,6.21%
4.40%,Year-round,Prairie Artisan Ales,,https://cdn.beeradvocate.com/im/beers/110063.jpg,"Oklahoma, United States","#19,850",914,127,3.77,Very Good,9.81%
4.30%,Rotating,Jolly Pumpkin Artisan Ales,,https://cdn.beeradvocate.com/im/beers/38459.jpg,"Michigan, United States","#18,480",878,353,3.78,Very Good,11.9%
6.50%,Rotating,Brasserie St. Feuillien,,https://cdn.beeradvocate.com/im/beers/49728.jpg,Belgium,"#15,938",836,258,3.8,Very Good,10.53%
6.50%,Winter,The Lost Abbey,,https://cdn.beeradvocate.com/im/beers/40970.jpg,"California, United States","#5,096",828,327,3.96,Very Good,8.84%
7.50%,Rotating,Prairie Artisan Ales,,https://cdn.beeradvocate.com/im/beers/91331.jpg,"Oklahoma, United States","#2,385",821,125,4.09,Exceptional,10.02%
7.50%,Year-round,Brasserie Dupont sprl,,https://cdn.beeradvocate.com/im/beers/2430.jpg,Belgium,"#3,551",818,466,4.02,Exceptional,10.7%
6.00%,Rotating,Grassroots Brewing,,https://cdn.beeradvocate.com/im/beers/96755.jpg,"Vermont, United States","#2,386",813,111,4.09,Exceptional,8.31%
8.00%,Rotating,Anchorage Brewing Company,,https://cdn.beeradvocate.com/im/beers/72810.jpg,"Alaska, United States",#829,811,227,4.26,Outstanding,9.39%
7.50%,Year-round,Lagunitas Brewing Company,,https://cdn.beeradvocate.com/im/beers/49789.jpg,"California, United States",#988,"8,996","1,693",4.21,Exceptional,9.98%
5.80%,Summer,"Bell's Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/1094.jpg,"Michigan, United States","#13,284","6,894","1,818",3.82,Very Good,12.57%
5.60%,Year-round,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/9478.jpg,"Indiana, United States","#1,067","5,911","1,568",4.2,Exceptional,10.24%
5.30%,Summer,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/103.jpg,"Massachusetts, United States","#43,969","5,595","1,686",3.33,Okay,16.22%
4.20%,Year-round,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/17141.jpg,"Illinois, United States","#43,501","4,596",931,3.39,Okay,15.04%
4.40%,Year-round,Boulevard Brewing Co.,,https://cdn.beeradvocate.com/im/beers/1260.jpg,"Missouri, United States","#40,189","2,049",582,3.56,Good,14.61%
4.50%,Year-round,Magic Hat Brewing Company,,https://cdn.beeradvocate.com/im/beers/28536.jpg,"Vermont, United States","#43,546","1,702",666,3.38,Okay,17.46%
5.50%,Year-round,Boulevard Brewing Co.,,https://cdn.beeradvocate.com/im/beers/65113.jpg,"Missouri, United States","#6,824","1,699",239,3.91,Very Good,11%
4.80%,Year-round,Harpoon Brewery & Beer Hall,,https://cdn.beeradvocate.com/im/beers/318.jpg,"Massachusetts, United States","#43,219","1,479",602,3.41,Okay,14.66%
5.10%,Summer,Southern Tier Brewing Company,,https://cdn.beeradvocate.com/im/beers/17497.jpg,"New York, United States","#18,381","1,472",570,3.78,Very Good,11.9%
4.60%,Summer,Anchor Brewing Company,,https://cdn.beeradvocate.com/im/beers/2550.jpg,"California, United States","#43,425","1,307",603,3.39,Okay,14.75%
5.00%,Year-round,Modern Times Beer,,https://cdn.beeradvocate.com/im/beers/96436.jpg,"California, United States","#2,185","1,196",210,4.1,Exceptional,8.29%
5.30%,Year-round,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/52633.jpg,"Massachusetts, United States","#44,665","1,172",499,3.15,Okay,18.41%
5.20%,Summer,Coors Brewing Company (Molson-Coors),,https://cdn.beeradvocate.com/im/beers/70089.jpg,"Colorado, United States","#44,791","1,136",160,3.1,Okay,20%
5.40%,Spring,Kona Brewing Co.,,https://cdn.beeradvocate.com/im/beers/36594.jpg,"Hawaii, United States","#43,776","1,029",387,3.35,Okay,16.72%
4.80%,Year-round,New Belgium Brewing,,https://cdn.beeradvocate.com/im/beers/1911.jpg,"Colorado, United States","#42,441",890,369,3.46,Okay,14.45%
5.60%,Summer,Coors Brewing Company (Molson-Coors),,https://cdn.beeradvocate.com/im/beers/80193.jpg,"Colorado, United States","#44,940",865,85,3,Okay,19.67%
5.00%,Year-round,Big Sky Brewing Company,,https://cdn.beeradvocate.com/im/beers/38636.jpg,"Montana, United States","#38,308",774,320,3.6,Good,13.61%
5.20%,Summer,Boulder Beer / Wilderness Pub,,https://cdn.beeradvocate.com/im/beers/17819.jpg,"Colorado, United States","#42,993",768,311,3.42,Okay,15.79%
5.50%,Year-round,Half Acre Beer Company,,https://cdn.beeradvocate.com/im/beers/81814.jpg,"Illinois, United States","#3,798",732,94,4.01,Exceptional,9.48%
4.50%,Year-round,Breckenridge Brewery,,https://cdn.beeradvocate.com/im/beers/5754.jpg,"Colorado, United States","#44,327",632,219,3.24,Okay,14.81%
4.50%,Year-round,North Coast Brewing Co.,,https://cdn.beeradvocate.com/im/beers/407.jpg,"California, United States","#38,741",616,317,3.59,Good,12.53%
4.80%,Summer,Shipyard Brewing Company,,https://cdn.beeradvocate.com/im/beers/287.jpg,"Maine, United States","#44,739",601,213,3.1,Okay,17.1%
7.00%,Year-round,Revolver Brewing,,https://cdn.beeradvocate.com/im/beers/86333.jpg,"Texas, United States","#9,579",600,71,3.87,Very Good,15.25%
4.60%,Year-round,Odell Brewing Company,,https://cdn.beeradvocate.com/im/beers/736.jpg,"Colorado, United States","#11,088",585,191,3.85,Very Good,12.73%
6.00%,Summer,Arcadia Brewing Company,,https://cdn.beeradvocate.com/im/beers/1834.jpg,"Michigan, United States","#41,304",556,226,3.51,Good,15.1%
5.50%,Rotating,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/244041.jpg,"Massachusetts, United States","#32,884",527,142,3.67,Good,9.54%
4.80%,Summer,Firestone Walker Brewing Co.,,https://cdn.beeradvocate.com/im/beers/57242.jpg,"California, United States","#34,804",511,156,3.65,Good,13.97%
4.50%,Summer,Atwater Brewery,,https://cdn.beeradvocate.com/im/beers/42959.jpg,"Michigan, United States","#44,376",507,117,3.22,Okay,17.39%
5.50%,Year-round,Maui Brewing Co.,,https://cdn.beeradvocate.com/im/beers/60682.jpg,"Hawaii, United States","#40,781",505,160,3.53,Good,15.3%
5.00%,Summer,4 Hands Brewing Co.,,https://cdn.beeradvocate.com/im/beers/82803.jpg,"Missouri, United States","#20,071",501,64,3.77,Very Good,11.41%
5.20%,Summer,Short's Brewing Company,,https://cdn.beeradvocate.com/im/beers/17910.jpg,"Michigan, United States","#38,138",490,164,3.6,Good,16.39%
5.80%,Year-round,Anheuser-Busch,,https://cdn.beeradvocate.com/im/beers/77972.jpg,"Missouri, United States","#45,143",486,108,2.76,Poor,22.83%
6.40%,Rotating,Trillium Brewing Company,,https://cdn.beeradvocate.com/im/beers/138081.jpg,"Massachusetts, United States",#828,456,90,4.28,Outstanding,6.78%
5.50%,Year-round,Green Flash Brewing Co.,,https://cdn.beeradvocate.com/im/beers/178187.jpg,"California, United States","#29,549",435,98,3.7,Good,11.35%
4.70%,Year-round,Tommyknocker Brewery,,https://cdn.beeradvocate.com/im/beers/116.jpg,"Colorado, United States","#42,967",425,228,3.41,Okay,16.72%
5.40%,Spring,Coors Brewing Company (Molson-Coors),,https://cdn.beeradvocate.com/im/beers/65085.jpg,"Colorado, United States","#45,097",404,95,2.8,Poor,21.43%
5.00%,Spring,Breckenridge Brewery,,https://cdn.beeradvocate.com/im/beers/109010.jpg,"Colorado, United States","#38,995",403,73,3.58,Good,12.01%
8.00%,Rotating,Ithaca Beer Company,,https://cdn.beeradvocate.com/im/beers/36476.jpg,"New York, United States","#6,988",402,194,3.92,Very Good,13.01%
5.00%,Year-round,Tallgrass Brewing Company,,https://cdn.beeradvocate.com/im/beers/67634.jpg,"Kansas, United States","#12,402",359,102,3.84,Very Good,12.24%
4.70%,Summer,Matt Brewing Company / Saranac Brewery,,https://cdn.beeradvocate.com/im/beers/36028.jpg,"New York, United States","#43,141",340,255,3.39,Okay,15.63%
4.40%,Summer,Peak Organic Brewing Company,,https://cdn.beeradvocate.com/im/beers/58999.jpg,"Maine, United States","#37,437",320,83,3.61,Good,15.24%
4.70%,Summer,Matt Brewing Company / Saranac Brewery,,https://cdn.beeradvocate.com/im/beers/23155.jpg,"New York, United States","#44,615",307,196,3.12,Okay,14.74%
4.50%,Summer,Captain Lawrence Brewing Co.,,https://cdn.beeradvocate.com/im/beers/37544.jpg,"New York, United States","#36,757",302,66,3.62,Good,12.98%
5.00%,Summer,SanTan Brewing Co.,,https://cdn.beeradvocate.com/im/beers/80934.jpg,"Arizona, United States","#42,049",298,46,3.46,Okay,15.32%
5.50%,Rotating,Alpine Beer Company,,https://cdn.beeradvocate.com/im/beers/10525.jpg,"California, United States","#29,472",293,63,3.7,Good,11.08%
4.80%,Summer,Great Lakes Brewing Co.,,https://cdn.beeradvocate.com/im/beers/166728.jpg,"Ohio, United States","#39,928",284,60,3.55,Good,10.42%
4.20%,Year-round,"Lakefront Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/50649.jpg,"Wisconsin, United States","#44,478",282,77,3.16,Okay,15.19%
5.00%,Summer,DuClaw Brewing Company,,https://cdn.beeradvocate.com/im/beers/96391.jpg,"Maryland, United States","#38,288",279,49,3.59,Good,13.09%
4.20%,Year-round,Capital Brewery,,https://cdn.beeradvocate.com/im/beers/25717.jpg,"Wisconsin, United States","#43,152",269,105,3.38,Okay,13.91%
5.40%,Year-round,Coors Brewing Company (Molson-Coors),,https://cdn.beeradvocate.com/im/beers/1212.jpg,"Colorado, United States","#43,289","7,097","1,670",3.41,Okay,18.48%
5.10%,Year-round,Allagash Brewing Company,,https://cdn.beeradvocate.com/im/beers/59.jpg,"Maine, United States","#1,379","5,380","1,395",4.16,Exceptional,11.54%
4.90%,Year-round,Brouwerij van Hoegaarden,,https://cdn.beeradvocate.com/im/beers/248.jpg,Belgium,"#18,130","5,337","1,806",3.78,Very Good,14.81%
5.20%,Year-round,Anheuser-Busch,,https://cdn.beeradvocate.com/im/beers/39908.jpg,"Missouri, United States","#45,029","3,900",894,2.95,Poor,23.39%
4.80%,Year-round,Dogfish Head Craft Brewery,,https://cdn.beeradvocate.com/im/beers/53453.jpg,"Delaware, United States","#19,640","3,263",647,3.77,Very Good,13.26%
5.60%,Year-round,Avery Brewing Company,,https://cdn.beeradvocate.com/im/beers/9689.jpg,"Colorado, United States","#35,139","2,522",782,3.65,Good,13.42%
5.00%,Year-round,Unibroue,,https://cdn.beeradvocate.com/im/beers/31.jpg,"Quebec, Canada","#7,750","2,450","1,053",3.89,Very Good,11.31%
4.90%,Year-round,Jacob Leinenkugel Brewing Company,,https://cdn.beeradvocate.com/im/beers/29015.jpg,"Wisconsin, United States","#43,669","2,393",910,3.37,Okay,20.47%
5.00%,Winter,"Bell's Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/8682.jpg,"Michigan, United States","#35,949","2,324",763,3.64,Good,12.91%
5.30%,Winter,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/109458.jpg,"Massachusetts, United States","#42,988","2,235",304,3.43,Okay,14.29%
5.20%,Year-round,Brewery Ommegang,,https://cdn.beeradvocate.com/im/beers/16506.jpg,"New York, United States","#21,061","2,177",789,3.76,Very Good,11.44%
10.00%,Rotating,Dogfish Head Craft Brewery,,https://cdn.beeradvocate.com/im/beers/32435.jpg,"Delaware, United States","#8,397","1,832",707,3.88,Very Good,13.14%
5.80%,Winter,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/86393.jpg,"Massachusetts, United States","#42,694","1,755",325,3.45,Okay,15.36%
5.50%,Year-round,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/47364.jpg,"Massachusetts, United States","#44,176","1,637",676,3.29,Okay,18.84%
5.50%,Year-round,Brouwerij St. Bernardus NV,,https://cdn.beeradvocate.com/im/beers/7879.jpg,Belgium,"#1,453","1,583",676,4.16,Exceptional,11.06%
5.50%,Year-round,Kiuchi Brewery,,https://cdn.beeradvocate.com/im/beers/2013.jpg,Japan,"#2,540","1,573",560,4.07,Exceptional,11.79%
5.50%,Year-round,Cigar City Brewing,,https://cdn.beeradvocate.com/im/beers/69218.jpg,"Florida, United States","#28,401","1,518",217,3.71,Good,11.59%
5.20%,Rotating,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/8297.jpg,"Massachusetts, United States","#42,337","1,517",966,3.47,Okay,14.7%
4.80%,Year-round,Harpoon Brewery & Beer Hall,,https://cdn.beeradvocate.com/im/beers/48933.jpg,"Massachusetts, United States","#36,704","1,463",253,3.63,Good,14.6%
10.30%,Year-round,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/47317.jpg,"Massachusetts, United States","#42,665","1,283",643,3.45,Okay,19.42%
6.00%,Year-round,Clown Shoes,,https://cdn.beeradvocate.com/im/beers/58609.jpg,"Massachusetts, United States","#32,051","1,163",295,3.68,Good,12.5%
6.60%,Rotating,Southampton Publick House,,https://cdn.beeradvocate.com/im/beers/9755.jpg,"New York, United States","#5,303","1,121",633,3.95,Very Good,11.14%
9.00%,Rotating,Dogfish Head Craft Brewery,,https://cdn.beeradvocate.com/im/beers/76781.jpg,"Delaware, United States","#13,627","1,100",214,3.82,Very Good,12.83%
4.80%,Year-round,Jolly Pumpkin Artisan Ales,,https://cdn.beeradvocate.com/im/beers/19306.jpg,"Michigan, United States","#7,442","1,000",467,3.9,Very Good,12.05%
4.50%,Year-round,Brasserie Lefèbvre SA,,https://cdn.beeradvocate.com/im/beers/78.jpg,Belgium,"#24,075",999,334,3.74,Good,13.9%
5.40%,Summer,Great Lakes Brewing Co.,,https://cdn.beeradvocate.com/im/beers/9353.jpg,"Ohio, United States","#17,133",981,491,3.79,Very Good,12.4%
5.50%,Spring,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/88423.jpg,"Massachusetts, United States","#43,275",980,184,3.4,Okay,13.24%
5.00%,Year-round,Westbrook Brewing Co.,,https://cdn.beeradvocate.com/im/beers/65020.jpg,"South Carolina, United States","#24,093",962,155,3.74,Good,10.7%
4.80%,Rotating,New Belgium Brewing,,https://cdn.beeradvocate.com/im/beers/30538.jpg,"Colorado, United States","#37,860",961,545,3.61,Good,14.68%
5.00%,Summer,Victory Brewing Company - Downingtown,,https://cdn.beeradvocate.com/im/beers/1015.jpg,"Pennsylvania, United States","#30,860",940,541,3.69,Good,12.74%
5.00%,Year-round,De Brabandere,,https://cdn.beeradvocate.com/im/beers/2477.jpg,Belgium,"#38,868",916,481,3.59,Good,13.93%
4.80%,Year-round,Lost Coast Brewery and Cafe,,https://cdn.beeradvocate.com/im/beers/1669.jpg,"California, United States","#42,887",911,334,3.43,Okay,16.91%
5.30%,Year-round,Alaskan Brewing Co.,,https://cdn.beeradvocate.com/im/beers/49070.jpg,"Alaska, United States","#42,588",777,189,3.45,Okay,13.62%
4.50%,Year-round,Cisco Brewers Inc.,,https://cdn.beeradvocate.com/im/beers/40490.jpg,"Massachusetts, United States","#41,146",725,181,3.52,Good,17.33%
4.50%,Year-round,Ballast Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/5701.jpg,"California, United States","#40,294",645,170,3.55,Good,12.39%
4.40%,Summer,Boulevard Brewing Co.,,https://cdn.beeradvocate.com/im/beers/3278.jpg,"Missouri, United States","#40,589",628,236,3.54,Good,14.69%
5.00%,Year-round,Revolution Brewing,,https://cdn.beeradvocate.com/im/beers/56028.jpg,"Illinois, United States","#28,362",605,81,3.71,Good,11.32%
5.20%,Year-round,Coronado Brewing Company,,https://cdn.beeradvocate.com/im/beers/57631.jpg,"California, United States","#40,829",567,117,3.53,Good,13.88%
5.50%,Summer,Crooked Stave Artisan Beer Project,,https://cdn.beeradvocate.com/im/beers/95475.jpg,"Colorado, United States","#2,485",563,79,4.09,Exceptional,9.05%
4.70%,Year-round,Spoetzl Brewery / Shiner,,https://cdn.beeradvocate.com/im/beers/105298.jpg,"Texas, United States","#42,919",558,74,3.42,Okay,14.91%
4.60%,Spring,Weyerbacher Brewing Co.,,https://cdn.beeradvocate.com/im/beers/1636.jpg,"Pennsylvania, United States","#40,245",543,249,3.55,Good,13.24%
8.00%,Summer,Boulevard Brewing Co.,,https://cdn.beeradvocate.com/im/beers/49700.jpg,"Missouri, United States","#4,720",526,207,3.98,Very Good,13.07%
5.20%,Year-round,Einstök Ölgerð (Einstök Beer Company),,https://cdn.beeradvocate.com/im/beers/77315.jpg,Iceland,"#12,082",516,99,3.84,Very Good,12.76%
5.00%,Year-round,Brasseries Kronenbourg,,https://cdn.beeradvocate.com/im/beers/25625.jpg,France,"#38,173",513,120,3.6,Good,17.78%
5.30%,Summer,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/91733.jpg,"Massachusetts, United States","#44,203",511,101,3.26,Okay,15.64%
5.50%,Year-round,Anheuser-Busch,,https://cdn.beeradvocate.com/im/beers/114782.jpg,"Missouri, United States","#45,315",501,117,2.25,Poor,38.67%
4.80%,Year-round,Damm S. A.,,https://cdn.beeradvocate.com/im/beers/52429.jpg,Spain,"#37,670",499,201,3.61,Good,14.4%
4.80%,Year-round,Rogue Ales,,https://cdn.beeradvocate.com/im/beers/364.jpg,"Oregon, United States","#39,883",486,296,3.56,Good,14.04%
6.30%,Summer,Lagunitas Brewing Company,,https://cdn.beeradvocate.com/im/beers/226274.jpg,"California, United States","#15,150",455,125,3.81,Very Good,9.97%
4.50%,Year-round,Brasserie Du Bocq,,https://cdn.beeradvocate.com/im/beers/6057.jpg,Belgium,"#15,167",453,190,3.81,Very Good,13.12%
4.50%,Summer,Dogfish Head Craft Brewery,,https://cdn.beeradvocate.com/im/beers/35720.jpg,"Delaware, United States","#34,268","4,369","1,369",3.66,Good,17.21%
4.00%,Year-round,"Bell's Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/49092.jpg,"Michigan, United States","#41,085","2,287",641,3.53,Good,15.58%
3.10%,Rotating,The Bruery,,https://cdn.beeradvocate.com/im/beers/43889.jpg,"California, United States","#3,037","1,597",433,4.04,Exceptional,10.89%
3.00%,Rotating,New Glarus Brewing Company,,https://cdn.beeradvocate.com/im/beers/43456.jpg,"Wisconsin, United States","#1,369","1,466",399,4.17,Exceptional,8.87%
5.00%,Year-round,Professor Fritz Briem,,https://cdn.beeradvocate.com/im/beers/36378.jpg,Germany,"#2,156","1,412",591,4.1,Exceptional,10.24%
4.50%,Rotating,Evil Twin Brewing,,https://cdn.beeradvocate.com/im/beers/90585.jpg,"New York, United States","#7,434","1,029",141,3.9,Very Good,11.79%
5.30%,Rotating,Firestone Walker Brewing Co.,,https://cdn.beeradvocate.com/im/beers/119759.jpg,"California, United States",#263,885,106,4.41,Outstanding,7.48%
4.50%,Rotating,Night Shift Brewing,,https://cdn.beeradvocate.com/im/beers/83899.jpg,"Massachusetts, United States",#935,601,55,4.25,Outstanding,9.88%
6.50%,Rotating,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/29180.jpg,"Indiana, United States","#8,864",588,83,3.88,Very Good,11.6%
4.00%,Rotating,Bear Republic Brewing Co.,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States",#678,585,103,4.3,Outstanding,10.23%
4.00%,Rotating,Evil Twin Brewing,,https://cdn.beeradvocate.com/im/beers/118551.jpg,"New York, United States","#6,861",487,81,3.92,Very Good,9.44%
4.50%,Year-round,Creature Comforts,,https://cdn.beeradvocate.com/im/beers/118862.jpg,"Georgia, United States","#3,178",484,71,4.05,Exceptional,10.86%
5.50%,Summer,White Birch Brewing,,https://cdn.beeradvocate.com/im/beers/59462.jpg,"New Hampshire, United States","#33,877",473,143,3.66,Good,15.85%
4.20%,Rotating,Perennial Artisan Ales,,https://cdn.beeradvocate.com/im/beers/84304.jpg,"Missouri, United States","#16,314",450,62,3.8,Very Good,11.32%
3.80%,Summer,Off Color Brewing,,https://cdn.beeradvocate.com/im/beers/122625.jpg,"Illinois, United States","#3,385",441,71,4.04,Exceptional,8.91%
3.00%,Year-round,Gasthaus & Gosebrauerei Bayerischer Bahnhof,,https://cdn.beeradvocate.com/im/beers/37039.jpg,Germany,"#26,816",434,197,3.72,Good,12.9%
4.90%,Spring,New Holland Brewing Company,,https://cdn.beeradvocate.com/im/beers/94937.jpg,"Michigan, United States","#9,852",412,52,3.87,Very Good,10.08%
4.90%,Rotating,Firestone Walker Brewing Co.,,https://cdn.beeradvocate.com/im/beers/88903.jpg,"California, United States","#3,094",398,43,4.06,Exceptional,7.88%
5.90%,Summer,Brasserie Dieu du Ciel!,,https://cdn.beeradvocate.com/im/beers/4907.jpg,"Quebec, Canada",#935,377,88,4.27,Outstanding,7.26%
3.50%,Rotating,J. Wakefield Brewing,,https://cdn.beeradvocate.com/im/beers/153168.jpg,"Florida, United States",#175,370,50,4.52,World-Class,7.96%
2.30%,Rotating,de Garde Brewing,,https://cdn.beeradvocate.com/im/beers/93720.jpg,"Oregon, United States","#1,921",367,52,4.15,Exceptional,8.19%
5.50%,Rotating,J. Wakefield Brewing,,https://cdn.beeradvocate.com/im/beers/155870.jpg,"Florida, United States",#98,367,52,4.58,World-Class,6.77%
3.00%,Fall,DESTIHL Brewery,,https://cdn.beeradvocate.com/im/beers/144293.jpg,"Illinois, United States","#8,082",356,67,3.9,Very Good,10.77%
3.00%,Year-round,DESTIHL Brewery,,https://cdn.beeradvocate.com/im/beers/121769.jpg,"Illinois, United States","#15,385",351,47,3.81,Very Good,11.55%
4.20%,Rotating,Ithaca Beer Company,,https://cdn.beeradvocate.com/im/beers/119212.jpg,"New York, United States","#39,676",340,52,3.56,Good,13.2%
3.90%,Rotating,Carton Brewing Company,,https://cdn.beeradvocate.com/im/beers/82297.jpg,"New Jersey, United States","#5,944",328,40,3.95,Very Good,10.63%
4.50%,Winter,Night Shift Brewing,,https://cdn.beeradvocate.com/im/beers/88272.jpg,"Massachusetts, United States","#4,242",322,37,4.01,Exceptional,9.48%
4.20%,Limited(brewedonce),Sierra Nevada Brewing Co.,,https://cdn.beeradvocate.com/im/beers/281132.jpg,"California, United States","#14,490",321,108,3.82,Very Good,10.21%
4.20%,Rotating,Perennial Artisan Ales,,https://cdn.beeradvocate.com/im/beers/119928.jpg,"Missouri, United States","#8,829",311,38,3.89,Very Good,10.03%
4.00%,Summer,Breakside Brewery,,https://cdn.beeradvocate.com/im/beers/124414.jpg,"Oregon, United States","#2,971",290,43,4.08,Exceptional,7.84%
7.00%,Rotating,Ballast Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/38040.jpg,"California, United States","#30,544",282,66,3.69,Good,12.47%
6.00%,Year-round,Freigeist Bierkultur,,https://cdn.beeradvocate.com/im/beers/57433.jpg,Germany,"#15,656",280,87,3.81,Very Good,11.81%
4.20%,Rotating,Funkwerks,,https://cdn.beeradvocate.com/im/beers/114139.jpg,"Colorado, United States","#8,364",274,35,3.9,Very Good,11.03%
4.50%,Rotating,Peekskill Brewery,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"New York, United States","#7,851",271,16,3.91,Very Good,11%
4.00%,Rotating,4 Hands Brewing Co.,,https://cdn.beeradvocate.com/im/beers/121894.jpg,"Missouri, United States","#7,927",256,45,3.91,Very Good,9.46%
7.50%,Rotating,Grand Teton Brewing Co.,,https://cdn.beeradvocate.com/im/beers/79301.jpg,"Idaho, United States","#41,165",255,87,3.5,Good,15.71%
3.50%,Rotating,Jack's Abby Brewing,,https://cdn.beeradvocate.com/im/beers/129195.jpg,"Massachusetts, United States","#21,883",244,32,3.76,Very Good,11.17%
3.00%,Summer,Berliner Kindl Brauerei,,https://cdn.beeradvocate.com/im/beers/3708.jpg,Germany,"#41,319",239,178,3.49,Okay,17.48%
3.00%,Rotating,Gasthaus & Gosebrauerei Bayerischer Bahnhof,,https://cdn.beeradvocate.com/im/beers/65752.jpg,Germany,"#1,479",236,110,4.22,Exceptional,10.66%
3.40%,Rotating,New England Brewing Co.,,https://cdn.beeradvocate.com/im/beers/96041.jpg,"Connecticut, United States","#3,660",233,27,4.05,Exceptional,9.38%
5.50%,Winter,Night Shift Brewing,,https://cdn.beeradvocate.com/im/beers/88877.jpg,"Massachusetts, United States","#5,332",231,24,3.98,Very Good,10.05%
4.50%,Rotating,New Holland Brewing Company,,https://cdn.beeradvocate.com/im/beers/134428.jpg,"Michigan, United States","#4,083",229,36,4.03,Exceptional,7.94%
3.50%,Rotating,August Schell Brewing Company,,https://cdn.beeradvocate.com/im/beers/96518.jpg,"Minnesota, United States","#1,345",226,43,4.24,Exceptional,10.61%
5.54%,Rotating,Jackie O's Pub & Brewery,,https://cdn.beeradvocate.com/im/beers/67728.jpg,"Ohio, United States","#3,164",224,51,4.08,Exceptional,9.31%
4.50%,Rotating,Bend Brewing Company,,https://cdn.beeradvocate.com/im/beers/70099.jpg,"Oregon, United States","#1,528",221,32,4.22,Exceptional,8.06%
5.50%,Rotating,White Birch Brewing,,https://cdn.beeradvocate.com/im/beers/146806.jpg,"New Hampshire, United States","#20,683",214,48,3.77,Very Good,10.88%
