ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Name,Ranking,RatingCount,ReviewCount,Score,ScoreClass,Style,URL,pDev
4.00,Year-round,Brouwerij Lindemans,3.77,https://cdn.beeradvocate.com/im/beers/600.jpg,Belgium,Lindemans Kriek,10732,1281,536,3.85,Very Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/187/600/,13.51
2.50,Year-round,Brouwerij Lindemans,4.17,https://cdn.beeradvocate.com/im/beers/598.jpg,Belgium,Lindemans Pêche,5659,1181,472,3.94,Very Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/187/598/,12.44
6.00,Year-round,Brouwerij 3 Fonteinen,0,https://cdn.beeradvocate.com/im/beers/6306.jpg,Belgium,Drie Fonteinen Oude Kriek,544,1180,341,4.31,Outstanding,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/2216/6306/,7.66
6.40,Rotating,Gueuzerie Tilquin,0,https://cdn.beeradvocate.com/im/beers/85743.jpg,Belgium,Oude Quetsche Tilquin à L'Ancienne,317,1027,117,4.38,Outstanding,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/25923/85743/,6.62
6.00,Rotating,Brouwerij 3 Fonteinen,0,https://cdn.beeradvocate.com/im/beers/39096.jpg,Belgium,Drie Fonteinen Hommage,129,926,190,4.5,World-Class,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/2216/39096/,8.44
5.00,Rotating,Brasserie Cantillon,0,https://cdn.beeradvocate.com/im/beers/53958.jpg,Belgium,Cantillon Mamouche,1060,853,191,4.22,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/388/53958/,9.95
5.00,Rotating,Brasserie Cantillon,0,https://cdn.beeradvocate.com/im/beers/36316.jpg,Belgium,Cantillon Blåbær Lambik,118,806,252,4.52,World-Class,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/388/36316/,8.63
3.50,Year-round,Brouwerij Lindemans,3.06,https://cdn.beeradvocate.com/im/beers/36583.jpg,Belgium,Lindemans Apple,33054,793,335,3.67,Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/187/36583/,13.9
6.50,Year-round,Brouwerij Oud Beersel,4.4,https://cdn.beeradvocate.com/im/beers/2596.jpg,Belgium,Oud Beersel Oude Kriek Vieille,1471,772,357,4.17,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/828/2596/,10.55
6.00,Year-round,Hanssens Artisanaal bvba,0,https://cdn.beeradvocate.com/im/beers/1709.jpg,Belgium,Oude Kriek,2026,742,320,4.12,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/636/1709/,11.41
5.00,Rotating,Brouwerij 3 Fonteinen,0,https://cdn.beeradvocate.com/im/beers/8773.jpg,Belgium,Drie Fonteinen Framboos,122,721,118,4.52,World-Class,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/2216/8773/,7.52
3.50,Year-round,Brouwerij Lindemans,3.77,https://cdn.beeradvocate.com/im/beers/601.jpg,Belgium,Lindemans Cassis,12788,713,352,3.83,Very Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/187/601/,13.05
5.00,Rotating,Brouwerij 3 Fonteinen,0,https://cdn.beeradvocate.com/im/beers/92640.jpg,Belgium,Drie Fonteinen Intense Red Oude Kriek,1330,656,106,4.19,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/2216/92640/,8.11
5.00,Year-round,Brouwerij Boon,3.5,https://cdn.beeradvocate.com/im/beers/2426.jpg,Belgium,Boon Kriek,38753,601,241,3.59,Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/47/2426/,14.21
5.70,Rotating,Allagash Brewing Company,4.5,https://cdn.beeradvocate.com/im/beers/58839.jpg,"Maine, United States",Allagash Coolship Red,159,595,99,4.5,World-Class,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/4/58839/,6.89
8.00,Year-round,Brouwerij Boon,0,https://cdn.beeradvocate.com/im/beers/5961.jpg,Belgium,Boon Oude Kriek Mariage Parfait,1465,541,171,4.18,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/47/5961/,8.61
notlisted,Rotating,Upland Brewing Company,0,https://cdn.beeradvocate.com/im/beers/41206.jpg,"Indiana, United States",Raspberry Lambic,1588,516,125,4.17,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/1170/41206/,10.07
6.00,Year-round,Hanssens Artisanaal bvba,0,https://cdn.beeradvocate.com/im/beers/5586.jpg,Belgium,Oudbeitje Lambic,24243,496,245,3.74,Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/636/5586/,16.84
7.00,Year-round,Brouwerij De Ranke,0,https://cdn.beeradvocate.com/im/beers/4924.jpg,Belgium,Kriek De Ranke,1326,492,250,4.2,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/739/4924/,9.29
5.50,Year-round,Brouwerij Boon,0,https://cdn.beeradvocate.com/im/beers/2427.jpg,Belgium,Boon Framboise,28367,484,235,3.71,Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/47/2427/,12.94
6.00,Rotating,Upland Brewing Company,3.99,https://cdn.beeradvocate.com/im/beers/39066.jpg,"Indiana, United States",Blackberry ,1139,445,108,4.23,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/1170/39066/,8.27
6.00,Rotating,Upland Brewing Company,0,https://cdn.beeradvocate.com/im/beers/45334.jpg,"Indiana, United States",Peach,1975,425,108,4.14,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/1170/45334/,9.42
notlisted,Rotating,Upland Brewing Company,0,https://cdn.beeradvocate.com/im/beers/39372.jpg,"Indiana, United States",Strawberry Lambic,3462,390,112,4.04,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/1170/39372/,10.64
notlisted,Rotating,Upland Brewing Company,0,https://cdn.beeradvocate.com/im/beers/57992.jpg,"Indiana, United States",Persimmon Lambic,1051,379,81,4.25,Outstanding,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/1170/57992/,10.82
7.00,Rotating,Brouwerij Lindemans,0,https://cdn.beeradvocate.com/im/beers/42679.jpg,Belgium,Lindemans Oude Kriek Cuvée René,1792,370,125,4.16,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/187/42679/,6.49
5.00,Year-round,Brouwerij Oud Beersel,0,https://cdn.beeradvocate.com/im/beers/25277.jpg,Belgium,Oud Beersel Framboise,24330,365,175,3.74,Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/828/25277/,13.37
7.70,Rotating,Mikkeller ApS,0,https://cdn.beeradvocate.com/im/beers/68582.jpg,Denmark,Spontanframboos,2836,363,67,4.08,Exceptional,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/13307/68582/,9.31
4.00,Fall,Brouwerij Timmermans-John Martin N.V.,0,https://cdn.beeradvocate.com/im/beers/85847.jpg,Belgium,Timmermans Pumpkin Lambicus,34610,350,83,3.65,Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/2791/85847/,13.7
4.50,Year-round,Brouwerij Mort Subite,0,https://cdn.beeradvocate.com/im/beers/5454.jpg,Belgium,Mort Subite Kriek,36142,347,135,3.63,Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/654/5454/,14.05
4.50,Year-round,Brouwerij Van Honsebrouck N.V.,0,https://cdn.beeradvocate.com/im/beers/5796.jpg,Belgium,St. Louis Framboise,14455,331,122,3.82,Very Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/212/5796/,13.35
8.10,Rotating,Allagash Brewing Company,4.92,https://cdn.beeradvocate.com/im/beers/58838.jpg,"Maine, United States",Allagash Coolship Cerise,732,316,56,4.32,Outstanding,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/4/58838/,8.8
6.00,Rotating,Upland Brewing Company,0,https://cdn.beeradvocate.com/im/beers/45144.jpg,"Indiana, United States",Cherry Lambic,6413,311,88,3.94,Very Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/1170/45144/,11.93
5.00,Rotating,Brasserie Cantillon,0,https://cdn.beeradvocate.com/im/beers/50513.jpg,Belgium,Cantillon Lambic Rhubarbe,562,271,80,4.37,Outstanding,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/388/50513/,7.55
6.00,Rotating,Hanssens Artisanaal bvba,0,https://cdn.beeradvocate.com/im/beers/52864.jpg,Belgium,Hanssens Experimental Raspberry,41800,264,114,3.47,Okay,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/636/52864/,18.44
6.00,Rotating,Hanssens Artisanaal bvba,0,https://cdn.beeradvocate.com/im/beers/48203.jpg,Belgium,Hanssens Experimental Cassis,29462,253,112,3.7,Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/636/48203/,15.95
4.00,Year-round,Brouwerij Timmermans-John Martin N.V.,0,https://cdn.beeradvocate.com/im/beers/62185.jpg,Belgium,Timmermans Strawberry,43393,232,68,3.35,Okay,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/2791/62185/,17.91
4.00,Year-round,Brouwerij Timmermans-John Martin N.V.,0,https://cdn.beeradvocate.com/im/beers/9577.jpg,Belgium,Timmermans Framboise Lambic,43843,221,88,3.29,Okay,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/2791/9577/,17.33
6.00,Rotating,Hanssens Artisanaal bvba,0,https://cdn.beeradvocate.com/im/beers/64558.jpg,Belgium,Scarenbecca Kriek,9994,217,78,3.88,Very Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/636/64558/,14.95
5.20,Year-round,Brasserie Belle-Vue,0,https://cdn.beeradvocate.com/im/beers/4686.jpg,Belgium,Belle Vue Kriek,42022,209,121,3.45,Okay,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/945/4686/,15.94
5.80,Rotating,Alpine Beer Company,0,https://cdn.beeradvocate.com/im/beers/42157.jpg,"California, United States",Chez Monieux,30431,203,76,3.69,Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/3120/42157/,19.24
4.50,Year-round,Brouwerij Mort Subite,0,https://cdn.beeradvocate.com/im/beers/5110.jpg,Belgium,Mort Subite Framboise,23294,198,87,3.75,Very Good,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/654/5110/,12.27
6.40,Rotating,Gueuzerie Tilquin,0,https://cdn.beeradvocate.com/im/beers/170141.jpg,Belgium,Oude Mûre Tilquin à L'ancienne,1106,192,38,4.29,Outstanding,Lambic - Fruit,https://www.beeradvocate.com/beer/profile/25923/170141/,6.76
6.00,Year-round,Brouwerij Verhaeghe,4.19,https://cdn.beeradvocate.com/im/beers/1745.jpg,Belgium,Duchesse De Bourgogne,1493,4333,1555,4.15,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/641/1745/,13.98
6.00,Year-round,Brouwerij Rodenbach N.V.,4.61,https://cdn.beeradvocate.com/im/beers/673.jpg,Belgium,Rodenbach Grand Cru,569,4092,1164,4.29,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/216/673/,11.19
5.50,Year-round,Brouwerij Bockor N.V. / Brouwerij Omer Vander Ghinste,0,https://cdn.beeradvocate.com/im/beers/50772.jpg,Belgium,Cuvée Des Jacobins Rouge,411,2839,511,4.33,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/223/50772/,10.16
7.50,Fall,The Bruery,0,https://cdn.beeradvocate.com/im/beers/54888.jpg,"California, United States",Oude Tart,634,2472,402,4.28,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/16866/54888/,9.58
5.50,Rotating,The Lost Abbey,0,https://cdn.beeradvocate.com/im/beers/38530.jpg,"California, United States",Red Poppy Ale,650,1979,582,4.28,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/18149/38530/,9.11
5.20,Year-round,Brouwerij Rodenbach N.V.,0,https://cdn.beeradvocate.com/im/beers/1882.jpg,Belgium,Rodenbach Classic (Red),4075,1839,688,3.99,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/216/1882/,11.53
7.00,Rotating,Brouwerij Rodenbach N.V.,4.59,https://cdn.beeradvocate.com/im/beers/74778.jpg,Belgium,Rodenbach Caractère Rouge,160,1471,221,4.47,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/216/74778/,6.94
8.20,Rotating,Cascade Brewing / Raccoon Lodge & Brewpub,3.92,https://cdn.beeradvocate.com/im/beers/42193.jpg,"Oregon, United States",Cascade Kriek Ale,959,1166,294,4.23,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/2391/42193/,8.27
5.60,Rotating,Brouwerij Rodenbach N.V.,4.84,https://cdn.beeradvocate.com/im/beers/217800.jpg,Belgium,Rodenbach Alexander ,240,723,199,4.43,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/216/217800/,6.77
6.10,Rotating,DESTIHL Brewery,0,https://cdn.beeradvocate.com/im/beers/124710.jpg,"Illinois, United States",Wild Sour Series: Flanders Red,17486,488,67,3.79,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/36757/124710/,12.66
5.10,Year-round,Brouwerij Verhaeghe,0,https://cdn.beeradvocate.com/im/beers/10643.jpg,Belgium,Vichtenaar,6949,435,225,3.92,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/641/10643/,12.24
8.00,Year-round,Panil,0,https://cdn.beeradvocate.com/im/beers/33380.jpg,Italy,Panil Barriquée (Sour Version),5406,427,193,3.96,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/2467/33380/,12.88
6.80,Year-round,Brouwerij Verhaeghe,0,https://cdn.beeradvocate.com/im/beers/7183.jpg,Belgium,Verhaeghe Echte Kriek / Echte Kriekenbier,9835,425,220,3.87,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/641/7183/,11.89
10.50,Winter,Upland Brewing Company,0,https://cdn.beeradvocate.com/im/beers/78143.jpg,"Indiana, United States",Malefactor (Gilgamesh),1045,391,72,4.25,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/1170/78143/,9.88
7.00,Rotating,De Proefbrouwerij (bvba Andelot),0,https://cdn.beeradvocate.com/im/beers/20750.jpg,Belgium,Zoetzuur Flemish Ale,7593,347,196,3.91,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/3521/20750/,13.04
5.00,Year-round,Brewery Bourgogne Des Flandres,3.48,https://cdn.beeradvocate.com/im/beers/6564.jpg,Belgium,Bourgogne Des Flanders,40637,335,108,3.53,Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/46541/6564/,16.71
8.50,Rotating,Logsdon Farmhouse Ales,0,https://cdn.beeradvocate.com/im/beers/79904.jpg,"Oregon, United States",Cerasus,6423,306,50,3.94,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/25710/79904/,8.12
6.20,Rotating,Hair of the Dog Brewing Company / Brewery and Tasting Room,0,https://cdn.beeradvocate.com/im/beers/53459.jpg,"Oregon, United States",Michael,21855,264,97,3.76,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/173/53459/,14.89
7.00,Rotating,Side Project Brewing,0,https://cdn.beeradvocate.com/im/beers/97832.jpg,"Missouri, United States",Blueberry Flanders,543,256,24,4.38,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/32319/97832/,10.5
6.50,Rotating,Logsdon Farmhouse Ales,0,https://cdn.beeradvocate.com/im/beers/82874.jpg,"Oregon, United States",Far West Vlaming,9815,243,46,3.88,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/25710/82874/,9.02
6.50,Rotating,3 Floyds Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/106528.jpg,"Indiana, United States",Big Tiddy Assassin,5725,216,9,3.97,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/26/106528/,10.83
6.80,Rotating,Westbrook Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/108487.jpg,"South Carolina, United States",Mr. Chipper,2696,195,22,4.12,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/24134/108487/,8.01
6.50,Rotating,Brouwerij Strubbe,0,https://cdn.beeradvocate.com/im/beers/28420.jpg,Belgium,Flemish Red Ale Grand Cru,19690,183,64,3.78,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/2299/28420/,15.08
6.90,Rotating,Green Flash Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/172962.jpg,"California, United States",Cellar 3:  Flanders Drive,3288,169,29,4.09,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/2743/172962/,8.31
8.00,Year-round,Panil,0,https://cdn.beeradvocate.com/im/beers/18930.jpg,Italy,Panil Barriquée  (Italy Version),2486,164,120,4.15,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/2467/18930/,13.98
6.00,Year-round,Rivertown Brewery & Barrel House,0,https://cdn.beeradvocate.com/im/beers/155607.jpg,"Ohio, United States",Soulless,43557,150,42,3.3,Okay,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/22157/155607/,21.21
4.50,Year-round,Brouwerij Bockor N.V. / Brouwerij Omer Vander Ghinste,3.8,https://cdn.beeradvocate.com/im/beers/2502.jpg,Belgium,Kriek Des Jacobins,9557,116,29,3.91,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/223/2502/,12.53
8.30,Rotating,The Bruery,0,https://cdn.beeradvocate.com/im/beers/90442.jpg,"California, United States",Oude Tart With Boysenberries,2061,114,20,4.23,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/16866/90442/,5.91
6.30,Rotating,Evolution Craft Brewing Company,0,https://cdn.beeradvocate.com/im/beers/91977.jpg,"Maryland, United States",Nouveau Rouge,4991,108,23,4.04,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/19897/91977/,9.65
6.00,Year-round,Brouwerij Rodenbach N.V.,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,Belgium,Rodenbach Foederbier,6668,108,26,3.98,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/216/29058/,10.3
6.20,Rotating,Yazoo Brewing Company,0,https://cdn.beeradvocate.com/im/beers/111388.jpg,"Tennessee, United States",Embrace The Funk - Deux Rouges,1802,97,15,4.28,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/9020/111388/,9.58
5.17,Rotating,Alpine Beer Company,0,https://cdn.beeradvocate.com/im/beers/58380.jpg,"California, United States",Ned,7174,71,39,4,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/3120/58380/,8.5
4.50,Rotating,Portsmouth Brewery,0,https://cdn.beeradvocate.com/im/beers/47593.jpg,"New Hampshire, United States",Portsmouth Flanders Red - Maude,38358,69,49,3.54,Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/596/47593/,19.49
5.50,Rotating,De Brabandere,0,https://cdn.beeradvocate.com/im/beers/170257.jpg,Belgium,Petrus 50/50 Sour,7372,67,14,4,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/718/170257/,9.75
6.10,Rotating,The Vermont Pub & Brewery,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Vermont, United States",Tulach Leis,36094,63,17,3.59,Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/860/57675/,13.09
7.00,Rotating,Crux Fermentation Project,4.23,https://cdn.beeradvocate.com/im/beers/119743.jpg,"Oregon, United States",[BANISHED] Better Off Red,12240,63,11,3.9,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/29415/119743/,9.49
notlisted,Spring,Sante Adairius Rustic Ales,0,https://cdn.beeradvocate.com/im/beers/161043.jpg,"California, United States",Palimpsest,2397,62,5,4.3,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/28019/161043/,5.58
4.20,Rotating,Brouwerij Rodenbach N.V.,0,https://cdn.beeradvocate.com/im/beers/250690.jpg,Belgium,Rodenbach Fruitage,5244,62,16,4.09,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/216/250690/,5.13
4.40,Rotating,Cismontane Brewing Company,0,https://cdn.beeradvocate.com/im/beers/95645.jpg,"California, United States","Flemish Red ""Marea Roja""",42549,61,11,3.3,Okay,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/22598/95645/,20.91
7.00,Rotating,pFriem Family Brewers,0,https://cdn.beeradvocate.com/im/beers/167335.jpg,"Oregon, United States",Flanders-Style Red Ale,4731,61,11,4.12,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/29573/167335/,7.52
6.60,Spring,Eagle Rock Brewery,0,https://cdn.beeradvocate.com/im/beers/69548.jpg,"California, United States",Yearling,6961,58,16,4.03,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/21651/69548/,10.67
7.00,Rotating,Peace Tree Brewing Co.,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Iowa, United States",Templeton Red,15949,58,8,3.85,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/21818/81396/,12.47
8.50,Rotating,Arbor Brewing Company,0,https://cdn.beeradvocate.com/im/beers/59459.jpg,"Michigan, United States",Arbor Brewing Flamboyant Wild Red Ale,13642,53,17,3.89,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/1457/59459/,10.03
5.00,Rotating,Thirsty Dog Brewing Company,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Ohio, United States",Cerasus Dog,7903,53,6,4.01,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/12516/95860/,10.97
7.50,Rotating,Driftwood Brewery,0,https://cdn.beeradvocate.com/im/beers/75390.jpg,"British Columbia, Canada",Bird Of Prey,2779,52,18,4.3,Outstanding,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/18858/75390/,9.53
5.00,Rotating,Iron Hill Brewery & Restaurant,0,https://cdn.beeradvocate.com/im/beers/37733.jpg,United States,Flemish Red (F.red),31514,49,23,3.66,Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/6045/37733/,15.3
8.00,Rotating,Panil,0,https://cdn.beeradvocate.com/im/beers/60582.jpg,Italy,Panil Barriquée Riserva,4887,49,17,4.15,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/2467/60582/,8.67
7.50,Rotating,Griffin Claw Brewing Company,0,https://cdn.beeradvocate.com/im/beers/97313.jpg,"Michigan, United States",Red Rock Flanders Red,10373,44,8,3.97,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/32166/97313/,9.32
9.00,Rotating,Brasserie Trois Dames,0,https://cdn.beeradvocate.com/im/beers/82931.jpg,Switzerland,Sainte Ni Touche,16614,42,8,3.86,Very Good,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/17998/82931/,13.47
11.00,Rotating,Storm Brewing,0,https://cdn.beeradvocate.com/im/beers/73604.jpg,"British Columbia, Canada",Imperial Flanders Red Ale,7019,41,7,4.08,Exceptional,Flanders Red Ale,https://www.beeradvocate.com/beer/profile/3445/73604/,9.56
5.00,Year-round,Brasserie Cantillon,4.49,https://cdn.beeradvocate.com/im/beers/1703.jpg,Belgium,Cantillon Gueuze 100% Lambic,172,3777,915,4.45,Outstanding,Gueuze,https://www.beeradvocate.com/beer/profile/388/1703/,8.99
6.00,Year-round,Brouwerij 3 Fonteinen,0,https://cdn.beeradvocate.com/im/beers/6305.jpg,Belgium,Drie Fonteinen Oude Geuze,245,2821,744,4.4,Outstanding,Gueuze,https://www.beeradvocate.com/beer/profile/2216/6305/,8.18
5.50,Year-round,Brouwerij Lindemans,4.57,https://cdn.beeradvocate.com/im/beers/6104.jpg,Belgium,Lindemans Gueuze Cuvée René,2115,2157,915,4.1,Exceptional,Gueuze,https://www.beeradvocate.com/beer/profile/187/6104/,10.98
6.40,Year-round,Gueuzerie Tilquin,0,https://cdn.beeradvocate.com/im/beers/70745.jpg,Belgium,Oude Gueuze Tilquin à L'Ancienne,388,2048,362,4.34,Outstanding,Gueuze,https://www.beeradvocate.com/beer/profile/25923/70745/,8.29
7.00,Rotating,The Lost Abbey,0,https://cdn.beeradvocate.com/im/beers/51116.jpg,"California, United States",Duck Duck Gooze,28,1826,289,4.62,World-Class,Gueuze,https://www.beeradvocate.com/beer/profile/18149/51116/,7.36
5.60,Rotating,Bruery Terreux,0,https://cdn.beeradvocate.com/im/beers/86970.jpg,"California, United States",Rueuze,1206,1451,172,4.19,Exceptional,Gueuze,https://www.beeradvocate.com/beer/profile/40927/86970/,8.59
6.00,Year-round,Hanssens Artisanaal bvba,4.55,https://cdn.beeradvocate.com/im/beers/1710.jpg,Belgium,Oude Gueuze,781,1320,510,4.26,Outstanding,Gueuze,https://www.beeradvocate.com/beer/profile/636/1710/,10.09
5.00,Spring,Brasserie Cantillon,0,https://cdn.beeradvocate.com/im/beers/21683.jpg,Belgium,Cantillon Cuvée Des Champions,356,1269,279,4.36,Outstanding,Gueuze,https://www.beeradvocate.com/beer/profile/388/21683/,7.8
5.00,Year-round,Brouwerij Girardin,0,https://cdn.beeradvocate.com/im/beers/6317.jpg,Belgium,Girardin Gueuze 1882 (Black Label),631,1199,561,4.29,Outstanding,Gueuze,https://www.beeradvocate.com/beer/profile/2541/6317/,9.32
5.00,Rotating,Brasserie Cantillon,0,https://cdn.beeradvocate.com/im/beers/13826.jpg,Belgium,Cantillon Lou Pepe - Gueuze,126,1183,210,4.5,World-Class,Gueuze,https://www.beeradvocate.com/beer/profile/388/13826/,7.56
8.00,Year-round,Brouwerij Boon,0,https://cdn.beeradvocate.com/im/beers/5357.jpg,Belgium,Boon Oude Geuze Mariage Parfait,1807,1117,379,4.13,Exceptional,Gueuze,https://www.beeradvocate.com/beer/profile/47/5357/,9.93
7.50,Rotating,Brouwerij 3 Fonteinen,0,https://cdn.beeradvocate.com/im/beers/79387.jpg,Belgium,Drie Fonteinen Oude Geuze Golden Blend,136,1081,188,4.49,Outstanding,Gueuze,https://www.beeradvocate.com/beer/profile/2216/79387/,6.68
5.00,Year-round,Brouwerij Van Honsebrouck N.V.,0,https://cdn.beeradvocate.com/im/beers/5212.jpg,Belgium,St. Louis Gueuze Fond Tradition,7439,1039,348,3.9,Very Good,Gueuze,https://www.beeradvocate.com/beer/profile/212/5212/,10.77
6.00,Year-round,Brouwerij Oud Beersel,4,https://cdn.beeradvocate.com/im/beers/2595.jpg,Belgium,Oud Beersel Oude Geuze Vieille,3121,1010,459,4.04,Exceptional,Gueuze,https://www.beeradvocate.com/beer/profile/828/2595/,10.4
6.00,Rotating,Brouwerij 3 Fonteinen,0,https://cdn.beeradvocate.com/im/beers/30517.jpg,Belgium,Drie Fonteinen Oude Geuze Vintage,71,765,138,4.57,World-Class,Gueuze,https://www.beeradvocate.com/beer/profile/2216/30517/,8.32
7.00,Year-round,Brouwerij Boon,4.1,https://cdn.beeradvocate.com/im/beers/13159.jpg,Belgium,Boon Oude Geuze,5435,755,270,3.95,Very Good,Gueuze,https://www.beeradvocate.com/beer/profile/47/13159/,11.14
7.00,Rotating,Brasserie Cantillon,0,https://cdn.beeradvocate.com/im/beers/40341.jpg,Belgium,Cantillon 50 Degrees North-4 Degrees East,439,432,106,4.37,Outstanding,Gueuze,https://www.beeradvocate.com/beer/profile/388/40341/,8.01
6.00,Rotating,Brouwerij 3 Fonteinen,0,https://cdn.beeradvocate.com/im/beers/39320.jpg,Belgium,Drie Fonteinen Doesjel,2624,405,164,4.09,Exceptional,Gueuze,https://www.beeradvocate.com/beer/profile/2216/39320/,11.25
